,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Sex_F,Sex_I,Sex_M,Target,Pred
1,-1.448812389316704,-1.4397566225697274,-1.1838365724512936,-1.2301298296211505,-1.170769670163771,-1.2050769634384793,-1.212842110340187,-0.674753044513922,-0.6879355197170134,1.3165195401003973,7,9.204529820424362
2,0.05002710217181567,0.12211569788706762,-0.10797793810998851,-0.309432213616786,-0.46344441302591166,-0.3566471308238696,-0.20711427135297542,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,9,14.603985176589338
3,-0.6993926435724441,-0.4320970609846984,-0.34705763463027867,-0.637742991416792,-0.6481599260364355,-0.6075269200378669,-0.6022216366693799,-0.674753044513922,-0.6879355197170134,1.3165195401003973,10,9.946283319265824
4,-1.6153501105932058,-1.5405225787282304,-1.4229162689715835,-1.2719333758627664,-1.2158222343126794,-1.287183076272151,-1.3205986645173882,-0.674753044513922,1.4532766008924984,-0.7593966996124601,7,8.311376306109059
5,-0.8242959345298209,-1.0870757760149674,-1.0642967241911485,-0.9731909600385373,-0.9838015289458019,-0.9405128220855364,-0.8536535964161829,-0.674753044513922,1.4532766008924984,-0.7593966996124601,8,7.152875953261567
6,0.05002710217181567,0.0717327198078161,0.2506416066704461,-0.10449287716398745,-0.5512969131162828,-0.3566471308238696,0.6549381620646347,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,20,13.997191223832703
7,0.17493039312919237,0.17249867596631913,-0.34705763463027867,-0.12386525225156533,-0.29449729746750586,-0.28366391941616115,0.15207424257102886,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,16,11.887456690659423
8,-0.4079516313385656,-0.3817140829054469,-0.34705763463027867,-0.6509977743714508,-0.6436546696215446,-0.6212112721768123,-0.530383933884579,-0.674753044513922,-0.6879355197170134,1.3165195401003973,9,10.26981772310314
9,0.21656482344831796,0.3236476102040737,0.2506416066704461,0.1340932160198678,-0.2021395409622439,-0.26997956727721584,0.5831004592798338,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,19,13.836703624518814
10,0.008392671852690098,-0.2809481267469439,0.011561910150156573,-0.45319562874039115,-0.7450229389565881,-0.30190972226808827,-0.20711427135297542,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,14,13.188976908317033
11,-0.7826615042106952,-0.5832459952224529,-0.7056771794107136,-0.8620547029571688,-0.8644122339511949,-0.908582667094664,-0.7458970422389815,-0.674753044513922,-0.6879355197170134,1.3165195401003973,10,9.671318404918765
14,-0.44958606165769116,-0.5328630171432014,-0.9447568759310034,-0.7203304852112036,-0.8644122339511949,-0.9131441178076457,-0.38670852831497743,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,10,11.778866549843196
15,-0.19977947974293775,-0.07941621442993786,-0.2275177863701336,-0.33492218083728353,-0.45668652840357543,-0.43419179294455956,0.008398837001427073,-0.674753044513922,-0.6879355197170134,1.3165195401003973,12,9.892444445267053
16,-1.4071779589975784,-1.288607688331973,-1.3033764207114384,-1.0975820000745644,-1.1910433240307796,-1.287183076272151,-0.8895724478085831,-0.674753044513922,1.4532766008924984,-0.7593966996124601,7,8.302286716402486
17,-0.6993926435724441,-0.6840119513809554,-0.9447568759310034,-0.7702908209633783,-0.7720544774459331,-0.8538452585388828,-0.7818158936313819,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,10,10.611156527322743
18,-1.3239090983593271,-1.137458754094219,-1.4229162689715835,-1.1689539082919571,-1.182032811200998,-1.2552529212812789,-0.9973290019857844,-0.674753044513922,-0.6879355197170134,1.3165195401003973,7,9.191069970743163
19,-0.616123782934193,-0.8855438636979615,-0.9447568759310034,-0.9130346373981635,-0.8508964647065225,-0.9633200756504453,-0.8895724478085831,-0.674753044513922,-0.6879355197170134,1.3165195401003973,9,9.066043176513373
20,-1.4071779589975784,-1.288607688331973,-1.0642967241911485,-1.189345882068355,-1.1887906958233345,-1.0819177941879714,-1.1769232589477865,-0.674753044513922,-0.6879355197170134,1.3165195401003973,11,8.216916608983457
21,-1.1990058074019505,-1.3389906664112246,-0.9447568759310034,-1.2301298296211505,-1.258622170254142,-1.2005155127254976,-1.1050855561629855,-0.674753044513922,1.4532766008924984,-0.7593966996124601,10,7.107461829060732
22,0.34146811440569375,0.3236476102040737,0.3701814549305912,0.22585709801365836,0.30695443392041916,0.30476322255848753,0.22391194535582976,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,12,12.500063417586624
23,0.21656482344831796,0.0717327198078161,-0.10797793810998851,-0.13304164045094452,-0.186371143510126,0.26827161685463335,-0.2789519741377761,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,9,12.387975697814056
24,0.7578124175969494,0.7267114348380852,0.6092611514508813,0.6785589158496914,0.6921538573935847,1.098455646617316,0.47534390510263247,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,10,12.441856898179884
25,0.2998336840865691,0.3236476102040737,0.011561910150156573,0.20342592685962066,0.10421789525033213,0.06756778548343541,0.43942505371023205,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,11,14.159315677529348
26,0.4663714053630704,0.42441356636257666,1.087420544491461,0.3400521511614866,0.15828097222902207,0.8338915052643734,0.3316684995330307,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,11,12.631958753584767
27,0.5496402660013215,0.37403058828332514,0.011561910150156573,0.20852392030372024,-0.015171399744274798,0.48722125107775865,0.29574964814063065,-0.674753044513922,-0.6879355197170134,1.3165195401003973,12,12.264226320505024
28,0.6745435569586983,0.6763284567588337,0.9678806962313159,0.21973950588073898,0.15602834402157664,0.35037772968830533,0.4035062023178316,-0.674753044513922,-0.6879355197170134,1.3165195401003973,15,11.407034892802553
29,0.42473697504394486,0.17249867596631913,0.011561910150156573,0.07087809731303453,0.1515230876066858,0.42336094109601374,-0.2789519741377761,-0.674753044513922,-0.6879355197170134,1.3165195401003973,11,12.4834754961074
