,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Sex_F,Sex_I,Sex_M,Target,Pred
0,-0.5744893526150674,-0.4320970609846984,-1.0642967241911485,-0.6418213861720716,-0.607612618302418,-0.726124638575393,-0.6381404880617804,-0.674753044513922,-0.6879355197170134,1.3165195401003973,15,8.252642756350882
2,0.05002710217181567,0.12211569788706762,-0.10797793810998851,-0.309432213616786,-0.46344441302591166,-0.3566471308238696,-0.20711427135297542,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,9,10.499170247991938
3,-0.6993926435724441,-0.4320970609846984,-0.34705763463027867,-0.637742991416792,-0.6481599260364355,-0.6075269200378669,-0.6022216366693799,-0.674753044513922,-0.6879355197170134,1.3165195401003973,10,9.248476997120758
4,-1.6153501105932058,-1.5405225787282304,-1.4229162689715835,-1.2719333758627664,-1.2158222343126794,-1.287183076272151,-1.3205986645173882,-0.674753044513922,1.4532766008924984,-0.7593966996124601,7,6.427771917526916
5,-0.8242959345298209,-1.0870757760149674,-1.0642967241911485,-0.9731909600385373,-0.9838015289458019,-0.9405128220855364,-0.8536535964161829,-0.674753044513922,1.4532766008924984,-0.7593966996124601,8,7.127108875703936
6,0.05002710217181567,0.0717327198078161,0.2506416066704461,-0.10449287716398745,-0.5512969131162828,-0.3566471308238696,0.6549381620646347,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,20,12.148189030299886
7,0.17493039312919237,0.17249867596631913,-0.34705763463027867,-0.12386525225156533,-0.29449729746750586,-0.28366391941616115,0.15207424257102886,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,16,12.76287670400008
8,-0.4079516313385656,-0.3817140829054469,-0.34705763463027867,-0.6509977743714508,-0.6436546696215446,-0.6212112721768123,-0.530383933884579,-0.674753044513922,-0.6879355197170134,1.3165195401003973,9,9.248122706228981
9,0.21656482344831796,0.3236476102040737,0.2506416066704461,0.1340932160198678,-0.2021395409622439,-0.26997956727721584,0.5831004592798338,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,19,12.909015482075944
10,0.008392671852690098,-0.2809481267469439,0.011561910150156573,-0.45319562874039115,-0.7450229389565881,-0.30190972226808827,-0.20711427135297542,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,14,12.513899124488745
11,-0.7826615042106952,-0.5832459952224529,-0.7056771794107136,-0.8620547029571688,-0.8644122339511949,-0.908582667094664,-0.7458970422389815,-0.674753044513922,-0.6879355197170134,1.3165195401003973,10,8.125218128456883
12,-0.28304834038118887,-0.2809481267469439,-0.10797793810998851,-0.5857434582869775,-0.6391494132066539,-0.7808620471311744,-0.350789676922577,-0.674753044513922,-0.6879355197170134,1.3165195401003973,11,11.13937644536245
13,0.09166153249094124,-0.02903323635068635,0.131101758410301,-0.29413823328448774,-0.3913603103876584,-0.08752153875794476,-0.24303312274537586,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,10,11.508298757836954
14,-0.44958606165769116,-0.5328630171432014,-0.9447568759310034,-0.7203304852112036,-0.8644122339511949,-0.9131441178076457,-0.38670852831497743,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,10,10.854435993740545
16,-1.4071779589975784,-1.288607688331973,-1.3033764207114384,-1.0975820000745644,-1.1910433240307796,-1.287183076272151,-0.8895724478085831,-0.674753044513922,1.4532766008924984,-0.7593966996124601,7,7.251755685947976
17,-0.6993926435724441,-0.6840119513809554,-0.9447568759310034,-0.7702908209633783,-0.7720544774459331,-0.8538452585388828,-0.7818158936313819,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,10,8.876529066838074
18,-1.3239090983593271,-1.137458754094219,-1.4229162689715835,-1.1689539082919571,-1.182032811200998,-1.2552529212812789,-0.9973290019857844,-0.674753044513922,-0.6879355197170134,1.3165195401003973,7,8.258251058923051
19,-0.616123782934193,-0.8855438636979615,-0.9447568759310034,-0.9130346373981635,-0.8508964647065225,-0.9633200756504453,-0.8895724478085831,-0.674753044513922,-0.6879355197170134,1.3165195401003973,9,9.282100452714243
20,-1.4071779589975784,-1.288607688331973,-1.0642967241911485,-1.189345882068355,-1.1887906958233345,-1.0819177941879714,-1.1769232589477865,-0.674753044513922,-0.6879355197170134,1.3165195401003973,11,7.872066602467708
21,-1.1990058074019505,-1.3389906664112246,-0.9447568759310034,-1.2301298296211505,-1.258622170254142,-1.2005155127254976,-1.1050855561629855,-0.674753044513922,1.4532766008924984,-0.7593966996124601,10,7.249627084221016
22,0.34146811440569375,0.3236476102040737,0.3701814549305912,0.22585709801365836,0.30695443392041916,0.30476322255848753,0.22391194535582976,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,12,11.00933636984248
23,0.21656482344831796,0.0717327198078161,-0.10797793810998851,-0.13304164045094452,-0.186371143510126,0.26827161685463335,-0.2789519741377761,1.4816688888714278,-0.6879355197170134,-0.7593966996124601,9,10.122996260001475
